,filename,label_portrait,pixel_X,pixel_Y,max_I,min_I,mean_I,std_I,type,face_area,eye_status,tot_eye_area,face_angle,smile_status,smile_area,glasses_status,glasses_area,blurry_rate,light_percent,dark_percent,APW_rate,face_%,smile_%
19,44_1_0_20170116222639625.jpg,1.0,910,895,246,0,69.2,59.9,face,150544,2_eyes_OK,12325,3.94,smile_YES,26450,glasses_NO,0,6.71,0.51,9.46,1.23,18.0,18.0
20,35_1_1_20170117154230213.jpg,0.0,906,903,255,0,105.8,69.9,face,214369,2_eyes_OK,18432,0.31,smile_YES,39200,glasses_NO,0,14.14,9.13,74.14,1.8,26.0,18.0
21,24_1_0_20170116211933213.jpg,0.0,758,883,223,0,89.6,70.2,face,294849,2_eyes_OK,25546,1.39,smile_YES,54450,glasses_NO,0,6.62,1.87,48.72,0.67,44.0,18.0
22,32_1_0_20170117134820910.jpg,0.0,738,1103,255,3,169.0,73.8,face_pb,0,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,11.26,92.15,0.0,0.12,0.0,
23,21_1_4_20170103180619480.jpg,1.0,552,367,255,1,170.0,67.4,face,28224,2_eyes_OK,2113,3.31,smile_NO,0,glasses_NO,0,68.64,78.17,0.0,1.83,14.0,0.0
24,26_1_1_20170116162105745.jpg,0.0,738,1103,255,0,126.0,82.6,face,96100,2_eyes_OK,7444,0.0,smile_NO,0,glasses_NO,0,48.62,61.49,13.8,5.22,12.0,0.0
25,25_1_3_20170104214624646.jpg,0.0,316,359,255,0,101.7,65.4,face_pb,0,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,164.41,1.96,29.17,4.68,0.0,
26,60_1_0_20170110141610416.jpg,1.0,1035,1600,255,0,156.6,72.5,face_pb,0,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,274.04,84.12,0.0,0.82,0.0,
27,40_0_4_20170117013731866.jpg,0.0,810,1007,223,14,124.1,48.8,face,274576,2_eyes_OK,24421,2.2,smile_YES,40755,glasses_NO,0,3.23,0.0,5.21,0.0,34.0,15.0
28,46_0_0_20170109012425702.jpg,0.0,246,281,211,0,82.9,51.8,face,20164,2_eyes_OK,1924,4.97,smile_YES,3362,glasses_NO,0,53.15,0.0,65.53,5.84,29.0,17.0
29,26_1_1_20170112213116517.jpg,0.0,810,1007,255,0,72.4,56.7,face,60025,2_eyes_OK,5008,24.39,smile_NO,0,glasses_NO,0,9.51,0.0,94.15,1.64,7.0,0.0
30,26_0_0_20170117173416661.jpg,0.0,814,1003,255,0,135.3,89.6,profile,168100,eyes_NOK,7921,0.0,smile_NO,0,glasses_NO,0,14.54,82.11,14.51,1.59,21.0,0.0
31,25_0_0_20170117195019627.jpg,0.0,826,987,254,0,117.9,60.5,face,46225,eyes_NOK,2116,0.0,smile_NO,0,glasses_NO,0,11.98,13.14,4.92,1.22,6.0,0.0
32,27_0_2_20170116174628743.jpg,1.0,574,719,255,4,157.5,78.5,face,137641,2_eyes_OK,11705,4.91,smile_YES,26565,glasses_NO,0,12.82,46.52,0.0,0.46,33.0,19.0
33,32_1_2_20170113002101524.jpg,0.0,482,715,233,1,46.9,54.4,face,30276,2_eyes_OK,2890,3.58,smile_YES,5000,glasses_NO,0,12.2,0.0,97.81,6.37,9.0,17.0
34,47_1_0_20170110123140034.jpg,0.0,638,226,255,0,94.5,68.2,face,32041,eyes_NOK,0,0.0,smile_YES,5886,glasses_NO,0,411.47,2.22,84.72,10.23,22.0,18.0
35,52_0_0_20170104210519108.jpg,1.0,434,433,248,2,104.9,46.2,face,61009,2_eyes_OK,4420,2.23,smile_YES,10658,glasses_NO,0,38.11,0.0,4.07,2.72,32.0,17.0
36,29_0_0_20170117180808770.jpg,1.0,466,659,229,0,76.0,59.8,profile,127449,2_eyes_OK,10225,1.85,smile_YES,19602,glasses_NO,0,10.89,0.0,86.04,1.74,42.0,15.0
37,28_0_0_20170117180237845.jpg,1.0,690,1015,238,0,100.8,70.8,face,173056,2_eyes_OK,14810,7.74,smile_NO,0,glasses_NO,0,5.9,0.0,36.57,0.49,25.0,0.0
38,25_0_3_20170117135721856.jpg,0.0,538,667,253,0,116.6,74.1,face,59536,2_eyes_OK,4802,1.03,smile_YES,10082,glasses_NO,0,14.63,63.44,11.61,1.31,17.0,17.0
39,38_1_0_20170104202430130.jpg,1.0,452,451,255,0,129.1,78.0,face_pb,0,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,46.24,11.8,55.41,2.4,0.0,
40,29_1_0_20170104170615233.jpg,0.0,462,439,254,2,114.3,42.3,face,10000,2_eyes_OK,1013,2.73,smile_YES,2048,glasses_NO,0,200.62,0.0,5.72,9.6,5.0,20.0
41,19_1_1_20170112231417629.jpg,1.0,514,743,252,3,126.7,52.2,face,88209,2_eyes_OK,7321,4.58,smile_YES,13448,glasses_NO,0,11.72,4.79,1.05,1.04,23.0,15.0
42,28_0_4_20170116220531686.jpg,0.0,878,931,255,13,100.8,53.6,face,345744,2_eyes_OK,30754,3.24,smile_YES,64980,glasses_NO,0,15.6,9.73,32.85,1.23,42.0,19.0
43,51_1_4_20170103234622539.jpg,0.0,328,621,255,1,164.0,100.5,profile,9216,eyes_NOK,484,0.0,smile_YES,1378,glasses_NO,0,132.33,70.6,29.05,1.93,5.0,15.0
44,24_1_4_20170116220449622.jpg,0.0,758,1007,255,0,114.9,71.6,face,341056,2_eyes_OK,28097,8.36,smile_NO,0,glasses_NO,0,13.39,3.51,58.68,1.15,45.0,0.0
45,26_0_1_20170116233406148.jpg,0.0,922,887,255,0,138.9,95.6,face_pb,0,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,9.43,63.68,16.25,0.52,0.0,
46,22_1_1_20170112233701320.jpg,1.0,794,659,245,0,66.6,57.6,face,175561,2_eyes_OK,13285,0.2,smile_YES,26450,glasses_NO,0,7.7,0.0,98.18,1.41,34.0,15.0
47,45_0_0_20170117185004664.jpg,0.0,658,1243,255,1,143.4,72.9,face_pb,0,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,13.73,83.34,5.57,0.89,0.0,
48,30_1_1_20170112215101145.jpg,1.0,782,1039,255,0,148.4,89.9,face,87616,2_eyes_OK,7321,12.96,smile_YES,12720,glasses_NO,0,15.98,79.63,20.06,1.37,11.0,15.0
49,65_1_0_20170110182826116.jpg,1.0,1536,1046,250,1,162.0,34.5,face_pb,0,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,331.39,0.0,0.0,0.74,0.0,
50,59_1_0_20170110160643688.jpg,0.0,666,1000,254,0,88.6,70.5,face,65536,2_eyes_OK,5204,0.6,smile_YES,11552,glasses_NO,0,280.25,0.55,58.04,2.75,10.0,18.0
51,32_1_3_20170104232404770.jpg,0.0,248,337,246,0,76.7,59.0,face,4225,eyes_NOK,400,0.0,smile_NO,0,glasses_NO,0,78.32,0.0,96.04,4.94,5.0,0.0
52,39_0_0_20170105165203483.jpg,0.0,450,451,255,18,130.7,55.1,face_pb,0,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,53.21,0.33,5.07,2.19,0.0,
53,22_1_4_20170103212717246.jpg,1.0,280,355,237,1,111.3,47.2,face,43264,2_eyes_OK,4141,0.92,smile_YES,7260,glasses_NO,0,64.95,0.0,0.0,3.41,44.0,17.0
54,21_1_0_20170117142612442.jpg,1.0,646,659,236,0,105.5,72.9,face,212521,2_eyes_OK,17865,18.43,smile_YES,35378,glasses_NO,0,8.34,32.21,39.25,1.06,50.0,17.0
55,31_1_0_20170117133433345.jpg,0.0,838,975,255,0,140.0,91.8,face_pb,0,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,8.05,41.55,22.28,0.39,0.0,
56,40_1_0_20170111182452872.jpg,0.0,480,600,254,0,158.5,71.8,face,8100,2_eyes_OK,882,5.53,smile_YES,1352,glasses_NO,0,1746.53,44.6,4.09,4.12,3.0,17.0
57,25_1_2_20170104020903060.jpg,1.0,472,601,255,0,168.1,78.2,face,114921,2_eyes_OK,9800,0.86,smile_YES,19503,glasses_NO,0,28.52,74.07,7.29,0.83,41.0,17.0
58,31_1_0_20170105162529475.jpg,1.0,242,321,247,3,124.4,58.3,face,15625,2_eyes_OK,1152,6.71,smile_YES,3003,glasses_NO,0,41.63,14.59,1.15,2.74,20.0,19.0
59,35_1_3_20170104235136827.jpg,0.0,452,449,255,0,181.6,60.0,face,11881,2_eyes_OK,1058,5.19,smile_YES,2450,glasses_NO,0,112.52,71.09,0.0,2.03,6.0,21.0
60,51_0_4_20170104210348196.jpg,0.0,368,551,255,1,111.1,67.5,face,92416,2_eyes_OK,8192,1.51,smile_YES,16200,glasses_NO,0,49.08,57.74,11.05,3.0,46.0,18.0
61,29_0_4_20170117180914972.jpg,0.0,806,1007,235,0,86.1,68.9,face,232324,eyes_NOK,8836,0.0,smile_NO,0,glasses_NO,0,9.09,0.0,93.94,1.13,29.0,0.0
62,28_0_0_20170117021206167.jpg,0.0,1206,675,229,0,83.9,69.6,face,180625,2_eyes_OK,15490,0.0,smile_NO,0,glasses_NO,0,3.79,0.0,89.68,0.38,22.0,0.0
63,24_1_2_20170104020224692.jpg,0.0,598,601,255,4,149.5,55.9,face,162409,2_eyes_OK,13124,14.78,smile_NO,0,glasses_NO,0,44.86,36.61,2.25,1.97,45.0,0.0
64,75_1_0_20170110181743217.jpg,0.0,660,371,255,0,121.1,60.0,face,25600,eyes_NOK,0,0.0,smile_YES,4186,glasses_NO,0,128.59,0.0,20.95,2.75,10.0,16.0
65,32_1_0_20170104172950778.jpg,0.0,422,481,255,1,111.0,58.8,face,14641,2_eyes_OK,1201,1.81,smile_YES,3042,glasses_NO,0,76.97,7.63,0.0,5.9,7.0,21.0
66,36_0_0_20170104205158732.jpg,0.0,178,249,254,4,91.2,61.3,face,13456,eyes_NOK,0,0.0,smile_YES,2592,glasses_NO,0,67.76,3.12,91.22,5.78,30.0,19.0
67,32_0_1_20170117140748207.jpg,0.0,1042,779,251,0,89.4,56.7,face,177241,eyes_NOK,6724,0.0,smile_YES,29768,glasses_NO,0,8.49,0.3,30.08,0.69,22.0,17.0
68,29_0_1_20170117103813080.jpg,0.0,798,1023,255,1,85.8,84.9,face,237169,2_eyes_OK,19013,1.45,smile_YES,39200,glasses_NO,0,13.86,21.36,77.25,2.22,29.0,17.0
69,46_1_0_20170110154306423.jpg,1.0,1067,1600,222,2,113.5,62.4,face,617796,2_eyes_OK,46820,10.1,smile_YES,112338,glasses_NO,0,25.64,0.0,71.44,0.26,36.0,18.0
70,17_0_0_20170110232027271.jpg,0.0,2355,2892,255,0,69.2,60.5,face,1625625,2_eyes_OK,135725,1.31,smile_YES,310472,glasses_NO,0,162.26,0.65,65.62,1.51,24.0,19.0
71,26_0_4_20170117153949109.jpg,0.0,454,659,255,0,84.6,68.6,face_pb,0,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,12.7,2.26,68.86,1.91,0.0,
72,16_0_0_20170110231910518.jpg,0.0,810,500,253,0,121.2,65.2,face,118336,2_eyes_OK,10090,1.44,smile_NO,0,glasses_NO,0,34.66,6.53,13.32,1.53,29.0,0.0
73,22_1_3_20170104231706746.jpg,0.0,316,329,255,0,95.5,69.3,face,42025,2_eyes_OK,3785,1.12,smile_YES,6160,glasses_NO,0,223.21,1.89,89.33,9.26,40.0,15.0
74,80_1_0_20170110183156137.jpg,1.0,700,440,255,1,196.8,49.3,face_pb,0,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,182.59,98.71,0.51,1.0,0.0,
75,24_1_0_20170105183445456.jpg,0.0,390,521,255,0,116.8,85.5,face,45369,2_eyes_OK,4050,0.0,smile_YES,7260,glasses_NO,0,17.93,56.78,26.53,1.45,22.0,16.0
76,20_1_0_20170114031424981.jpg,1.0,902,903,255,1,72.6,67.6,profile,241081,2_eyes_OK,17330,3.18,smile_YES,45000,glasses_NO,0,6.83,7.85,91.63,2.67,30.0,19.0
77,25_0_0_20170117195255340.jpg,0.0,998,819,244,0,97.8,59.8,face,102400,eyes_NOK,12689,0.0,smile_NO,0,glasses_NO,0,14.33,0.0,41.9,2.13,13.0,0.0
78,38_0_1_20170114033516210.jpg,0.0,726,1123,255,3,120.2,60.1,face,361201,2_eyes_OK,30517,1.22,smile_YES,67712,glasses_NO,0,3.56,12.67,9.16,0.11,44.0,19.0
79,32_1_0_20170117114915962.jpg,0.0,782,1039,250,0,74.8,59.7,face,121104,2_eyes_OK,10386,2.75,smile_YES,22050,glasses_NO,0,23.3,0.0,98.35,5.36,15.0,18.0
80,26_0_2_20170116175516176.jpg,0.0,454,675,237,0,94.5,53.1,profile,38809,2_eyes_OK,3364,14.04,smile_NO,0,glasses_NO,0,24.92,0.0,68.91,3.55,13.0,0.0
81,23_1_4_20170103224258631.jpg,1.0,278,367,255,0,117.7,80.3,profile,16641,2_eyes_OK,1250,3.99,smile_NO,0,glasses_NO,0,69.06,5.07,39.67,2.23,16.0,0.0
82,45_0_0_20170117182811973.jpg,1.0,566,839,253,0,82.2,69.7,face,136161,2_eyes_OK,10805,0.2,smile_YES,24310,glasses_NO,0,8.56,11.5,88.11,0.86,29.0,18.0
83,24_1_0_20170108225915369.jpg,0.0,482,321,223,5,145.7,57.5,face,53361,2_eyes_OK,4608,2.49,smile_YES,9591,glasses_NO,0,22.22,10.47,0.0,0.87,34.0,18.0
84,17_1_1_20170114030034621.jpg,1.0,766,1067,239,0,73.2,59.9,face,342225,2_eyes_OK,28561,0.58,smile_NO,0,glasses_NO,0,6.89,0.0,71.53,1.45,42.0,0.0
85,38_0_0_20170117184826871.jpg,1.0,658,1243,255,0,154.2,76.5,face_pb,0,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,14.38,38.92,15.94,0.69,0.0,
86,24_1_3_20170104222359247.jpg,1.0,570,355,241,0,157.2,64.2,face,23104,2_eyes_OK,1861,12.58,smile_YES,4050,glasses_NO,0,152.34,36.86,0.53,3.0,11.0,18.0
87,45_0_4_20170104202016610.jpg,0.0,404,501,255,13,151.5,68.9,face,100489,2_eyes_OK,7938,14.17,smile_YES,17391,glasses_NO,0,108.71,64.06,0.28,3.1,50.0,17.0
88,41_1_0_20170117135713137.jpg,1.0,886,803,227,0,124.2,62.8,face,184900,2_eyes_OK,15313,2.99,smile_YES,32768,glasses_NO,0,6.25,17.34,21.32,0.24,26.0,18.0
89,33_1_4_20170117174234414.jpg,0.0,894,659,255,0,139.1,71.8,face_pb,0,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,12.76,26.88,13.28,0.69,0.0,
90,29_0_1_20170117104603706.jpg,0.0,1094,727,255,0,150.9,85.2,face,45796,eyes_NOK,0,0.0,smile_YES,8778,glasses_NO,0,13.12,50.75,30.88,0.71,6.0,19.0
91,48_1_0_20170117003356908.jpg,0.0,742,1103,246,0,65.2,68.7,face,87025,2_eyes_OK,6845,13.7,smile_NO,0,glasses_NO,0,7.23,2.57,96.81,1.49,11.0,0.0
92,38_1_1_20170113010502255.jpg,0.0,886,919,255,0,155.2,72.1,face,298116,2_eyes_OK,25088,1.13,smile_YES,54946,glasses_NO,0,13.0,87.91,3.06,0.74,37.0,18.0
93,28_1_3_20170104232440417.jpg,0.0,234,341,230,0,63.9,43.8,face,5625,eyes_NOK,400,0.0,smile_NO,0,glasses_NO,0,234.64,0.0,96.19,15.68,7.0,0.0
94,28_1_2_20170116190129400.jpg,0.0,1058,619,255,0,113.0,69.5,face,54756,2_eyes_OK,4802,0.65,smile_NO,0,glasses_NO,0,27.5,6.19,8.56,2.41,8.0,0.0
95,57_0_0_20170109001651801.jpg,0.0,322,441,255,5,161.0,59.1,face,24964,eyes_NOK,1024,0.0,smile_YES,4656,glasses_NO,0,99.38,29.87,0.0,3.05,18.0,19.0
96,22_1_3_20170104232021658.jpg,1.0,424,329,250,0,101.1,66.7,face,28900,2_eyes_OK,2312,2.49,smile_YES,4560,glasses_NO,0,131.49,1.84,23.3,5.22,21.0,16.0
97,23_1_0_20170103163102400.jpg,0.0,402,481,255,0,104.5,65.7,profile,41616,2_eyes_OK,3698,5.88,smile_YES,6728,glasses_NO,0,104.59,12.85,7.78,4.86,22.0,16.0
98,27_1_1_20170117013811568.jpg,0.0,738,1103,253,5,89.2,51.8,face,255025,2_eyes_OK,23026,2.92,smile_YES,42050,glasses_NO,0,6.41,0.0,44.27,0.62,31.0,16.0
99,26_0_4_20170117200446422.jpg,1.0,902,903,255,0,79.9,74.4,profile,93025,eyes_NOK,10693,0.0,smile_YES,15051,glasses_NO,0,12.49,5.63,53.43,2.95,11.0,16.0
100,40_0_3_20170116233105322.jpg,1.0,990,823,254,38,171.1,40.9,face,91809,2_eyes_OK,7688,1.15,smile_YES,18432,glasses_NO,0,5.74,65.56,0.0,0.13,11.0,20.0
101,69_1_0_20170110175803672.jpg,1.0,718,1024,255,0,95.0,77.0,face,226576,2_eyes_OK,18432,1.67,smile_YES,33800,glasses_NO,0,30.89,0.0,100.0,4.24,31.0,15.0
102,30_1_0_20170117135952703.jpg,1.0,690,1015,254,0,123.9,71.5,profile,171396,eyes_NOK,20019,0.0,smile_YES,25088,glasses_NO,0,14.54,19.64,58.77,0.83,24.0,15.0
103,26_0_1_20170113135416706.jpg,1.0,566,659,254,0,121.1,56.3,profile,103041,eyes_NOK,11413,0.0,smile_NO,0,glasses_NO,0,16.05,0.0,0.62,1.4,28.0,0.0
104,18_1_0_20170109213856511.jpg,0.0,350,525,255,2,135.0,59.1,face,8100,2_eyes_OK,882,7.13,smile_YES,1458,glasses_NO,0,520.13,17.31,24.24,5.03,4.0,18.0
105,37_1_3_20170117183437046.jpg,0.0,486,699,253,3,115.4,56.4,face,42849,2_eyes_OK,3785,6.51,smile_YES,6555,glasses_NO,0,46.59,17.51,10.55,6.89,13.0,15.0
106,54_1_3_20170109142901150.jpg,0.0,368,551,254,0,113.4,69.2,face,7056,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,185.22,2.99,90.87,8.65,3.0,0.0
107,24_0_1_20170116204940167.jpg,0.0,1202,675,254,17,145.9,62.5,face,342225,2_eyes_OK,27145,11.0,smile_YES,51040,glasses_NO,0,7.03,52.96,1.06,0.25,42.0,15.0
108,31_0_1_20170113175408636.jpg,0.0,1010,807,255,17,189.9,52.4,face,3721,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,23.99,29.15,0.0,0.33,0.0,0.0
109,28_1_2_20170108224230864.jpg,1.0,386,527,250,0,119.7,72.0,face,38025,2_eyes_OK,3872,2.17,smile_YES,6728,glasses_NO,0,116.07,0.0,61.0,3.51,19.0,18.0
110,26_0_1_20170116210257827.jpg,0.0,1198,679,223,5,77.7,54.7,face,119025,eyes_NOK,14291,0.0,smile_YES,18432,glasses_NO,0,6.4,0.0,59.16,0.83,15.0,15.0
111,26_0_1_20170113152845329.jpg,0.0,766,515,243,0,153.3,74.8,face_pb,0,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,11.28,78.17,1.5,0.46,0.0,
112,42_1_1_20170117163844791.jpg,0.0,806,627,255,0,69.3,63.2,face,221841,2_eyes_OK,19805,4.16,smile_NO,0,glasses_NO,0,7.28,0.0,89.2,1.79,44.0,0.0
113,24_1_0_20170111182452781.jpg,0.0,415,600,232,1,96.3,52.6,face,35721,2_eyes_OK,3445,1.31,smile_YES,6328,glasses_NO,0,73.81,0.0,0.0,3.01,14.0,18.0
114,25_0_1_20170116002835308.jpg,0.0,1042,779,248,1,172.8,67.5,face,251001,2_eyes_OK,20201,4.92,smile_YES,40898,glasses_NO,0,6.17,99.3,0.0,0.27,31.0,16.0
115,47_0_0_20170109012320435.jpg,0.0,452,451,250,0,118.1,62.0,face,48400,eyes_NOK,2116,0.0,smile_YES,7260,glasses_NO,0,88.37,44.61,16.81,4.53,24.0,15.0
116,35_1_2_20170117123949303.jpg,1.0,1074,759,243,0,69.5,60.6,face,253009,eyes_NOK,30659,0.0,smile_YES,47895,glasses_NO,0,5.94,0.14,52.38,1.7,31.0,19.0
117,23_1_0_20170117142807780.jpg,1.0,778,1051,254,0,99.7,74.4,face_pb,0,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,10.71,0.71,64.02,1.62,0.0,
118,21_1_2_20170116170727930.jpg,0.0,490,691,255,0,210.2,54.7,face_pb,0,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,17.9,100.0,0.0,0.97,0.0,
119,26_1_2_20170116184639426.jpg,0.0,1206,675,255,0,207.7,53.8,profile,99225,2_eyes_OK,7690,27.43,smile_NO,0,glasses_NO,0,14.31,97.69,1.81,0.48,12.0,0.0
120,28_0_1_20170117020012900.jpg,1.0,1110,735,252,0,71.9,61.1,face_pb,0,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,11.82,1.55,95.69,2.85,0.0,
121,26_1_0_20170116193313554.jpg,0.0,1178,659,247,0,108.3,61.4,profile,30276,2_eyes_OK,2888,0.0,smile_YES,4851,glasses_NO,0,10.88,0.0,0.61,1.31,4.0,16.0
122,26_1_0_20170117201947511.jpg,0.0,1042,779,255,0,121.7,102.8,face,135424,2_eyes_OK,11252,0.72,smile_YES,25538,glasses_NO,0,5.05,51.95,48.05,0.39,17.0,19.0
123,50_0_1_20170113184346534.jpg,1.0,838,975,255,1,128.9,61.6,face,253009,2_eyes_OK,22709,20.08,smile_YES,43660,glasses_NO,0,9.81,42.04,0.35,0.77,31.0,17.0
124,16_1_0_20170109212525685.jpg,0.0,500,453,216,8,123.6,51.5,face,16641,2_eyes_OK,1405,9.55,smile_YES,2556,glasses_NO,0,1297.2,0.0,0.64,4.47,7.0,15.0
125,23_1_0_20170112234310143.jpg,0.0,1198,743,247,1,141.7,58.0,face_pb,0,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,6.43,23.5,5.27,0.26,0.0,
126,20_1_2_20170108224309241.jpg,0.0,552,367,255,4,114.3,93.8,face,42436,eyes_NOK,1849,0.0,smile_YES,6272,glasses_NO,0,38.53,48.86,38.63,2.16,21.0,15.0
127,24_0_4_20170117194350012.jpg,0.0,1194,683,238,4,95.4,37.3,face,21316,2_eyes_OK,1865,3.42,smile_YES,3828,glasses_NO,0,15.08,0.0,0.0,1.99,3.0,18.0
128,26_1_1_20170116234800903.jpg,0.0,1106,735,255,0,214.2,64.1,face,25281,eyes_NOK,1089,0.0,smile_NO,0,glasses_NO,0,10.26,98.34,0.5,0.53,3.0,0.0
129,17_1_1_20170112234115471.jpg,0.0,1058,615,255,3,188.4,82.7,profile,3249,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,8.73,95.36,2.17,0.35,0.0,0.0
130,25_0_1_20170116002531253.jpg,1.0,534,691,245,0,132.8,48.8,face,189225,2_eyes_OK,15842,0.56,smile_YES,32258,glasses_NO,0,8.56,0.0,5.23,0.58,51.0,17.0
131,31_1_1_20170117135046063.jpg,0.0,758,1047,247,0,36.6,54.6,profile,67081,2_eyes_OK,4537,16.21,smile_NO,0,glasses_NO,0,7.58,0.02,96.52,9.58,8.0,0.0
132,37_1_0_20170103183009635.jpg,0.0,552,367,227,0,100.5,38.2,face,36100,2_eyes_OK,3528,19.49,smile_NO,0,glasses_NO,0,57.03,0.0,0.0,4.35,18.0,0.0
133,35_0_1_20170117143130961.jpg,0.0,1058,767,255,0,75.3,75.3,face,2916,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,10.84,1.07,97.64,3.31,0.0,0.0
134,31_1_1_20170117162539709.jpg,0.0,1106,735,249,1,87.5,50.1,face_pb,0,eyes_NOK,0,0.0,smile_NO,0,glasses_NO,0,13.29,0.0,7.39,2.42,0.0,
